진입날짜,청산날짜,종목명,진입가,청산가,수익률,매매근거
2023-03-29,2023-04-03,삼성바이오로직스,1213115.875,1196203.0,-0.013941681374831568," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-03-29  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,218,933 - 종가: ₩1,216,191 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 4.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,213,116 - 청산가: ₩1,196,203 - 청산 사유: 손절매 - 수익률: -1.39% "
2023-06-20,2023-06-21,삼성바이오로직스,1179290.125,1163914.75,-0.013037822223772118," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,189,356 - 종가: ₩1,182,365 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,179,290 - 청산가: ₩1,163,915 - 청산 사유: 손절매 - 수익률: -1.30% "
2023-06-22,2023-06-23,삼성바이오로직스,1168527.375,1148539.375,-0.017105290323215578," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,172,823 - 종가: ₩1,162,377 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,168,527 - 청산가: ₩1,148,539 - 청산 사유: 손절매 - 수익률: -1.71% "
2023-07-10,2023-07-13,삼성바이오로직스,1097800.625,1150076.875,0.04761907472953024," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-10  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,115,373 - 종가: ₩1,088,576 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,097,801 - 청산가: ₩1,150,077 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.76% "
2023-08-22,2023-08-25,삼성바이오로직스,1177752.5,1163914.75,-0.011749285185130152," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,189,437 - 종가: ₩1,188,515 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,177,752 - 청산가: ₩1,163,915 - 청산 사유: 손절매 - 수익률: -1.17% "
2023-08-28,2023-08-31,삼성바이오로직스,1157764.625,1133164.0,-0.02124838198437787," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-28  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,164,751 - 종가: ₩1,153,152 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,157,765 - 청산가: ₩1,133,164 - 청산 사유: 손절매 - 수익률: -2.12% "
2023-09-01,2023-09-12,삼성바이오로직스,1123938.75,1111638.5,-0.010943879281677938," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-01  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,140,895 - 종가: ₩1,127,014 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,123,939 - 청산가: ₩1,111,638 - 청산 사유: 손절매 - 수익률: -1.09% "
2023-09-25,2023-09-26,삼성바이오로직스,1065512.375,1045524.4375,-0.01875899141950369," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,086,089 - 종가: ₩1,067,050 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 2.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,065,512 - 청산가: ₩1,045,524 - 청산 사유: 손절매 - 수익률: -1.88% "
2023-09-27,2023-10-05,삼성바이오로직스,1027074.0,1111638.5,0.08233535266202825," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,061,412 - 종가: ₩1,047,062 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 1.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,027,074 - 청산가: ₩1,111,638 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +8.23% "
2023-10-18,2023-10-24,삼성바이오로직스,1067050.0,1134701.5,0.06340049669649969," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-18  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,086,040 - 종가: ₩1,082,425 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,067,050 - 청산가: ₩1,134,702 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +6.34% "
2023-11-24,2023-11-28,삼성바이오로직스,1090113.0,1117788.625,0.02538784969998523," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-11-24  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,100,058 - 종가: ₩1,090,113 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 7.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,090,113 - 청산가: ₩1,117,789 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.54% "
2023-12-14,2023-12-19,삼성바이오로직스,1079350.25,1082425.25,0.002848936200274193," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-12-14  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,078,343 - 종가: ₩1,073,200 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,079,350 - 청산가: ₩1,082,425 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.28% "
2023-06-01,2023-06-07,현대차,172884.66948621554,171055.671875,-0.010579293216981114," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-01  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩174,652 - 종가: ₩172,014 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩172,885 - 청산가: ₩171,056 - 청산 사유: 손절매 - 수익률: -1.06% "
2023-07-28,2023-07-31,현대차,173714.14142219388,171959.453125,-0.010101010101010091," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-28  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩173,749 - 종가: ₩172,661 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩173,714 - 청산가: ₩171,959 - 청산 사유: 손절매 - 수익률: -1.01% "
2023-09-11,2023-09-13,현대차,163624.67197569818,166519.890625,0.017694267095195927," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-11  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩163,156 - 종가: ₩162,747 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩163,625 - 청산가: ₩166,520 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.77% "
2023-10-27,2023-10-30,현대차,154738.45561594202,152527.90625,-0.01428571428571421," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩158,859 - 종가: ₩155,269 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 9.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩154,738 - 청산가: ₩152,528 - 청산 사유: 손절매 - 수익률: -1.43% "
2023-10-31,2023-11-06,현대차,151024.75055049913,157302.6875,0.04156892778579149," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-31  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩154,012 - 종가: ₩150,052 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩151,025 - 청산가: ₩157,303 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.16% "
2023-02-23,2023-03-02,삼성SDI,676823.2417279412,705645.375,0.04258443193894377," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩683,928 - 종가: ₩676,823 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩676,823 - 청산가: ₩705,645 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.26% "
2023-04-24,2023-04-25,삼성SDI,730492.0086756374,701669.875,-0.03945578231292521," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-24  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩735,861 - 종가: ₩721,547 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩730,492 - 청산가: ₩701,670 - 청산 사유: 손절매 - 수익률: -3.95% "
2023-04-26,2023-04-28,삼성SDI,698688.2749645893,686761.9375,-0.017069611573478492," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩714,104 - 종가: ₩698,688 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩698,688 - 청산가: ₩686,762 - 청산 사유: 손절매 - 수익률: -1.71% "
2023-05-03,2023-05-10,삼성SDI,676823.2746710526,667878.5,-0.013215820149506372," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-03  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩686,630 - 종가: ₩679,805 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩676,823 - 청산가: ₩667,878 - 청산 사유: 손절매 - 수익률: -1.32% "
2023-05-12,2023-05-17,삼성SDI,661915.2535237389,686761.9375,0.03753756065295141," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-12  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩666,558 - 종가: ₩660,921 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩661,915 - 청산가: ₩686,762 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.75% "
2023-06-20,2023-06-21,삼성SDI,699682.1755395683,690737.375,-0.012784090909090844," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩711,916 - 종가: ₩697,694 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩699,682 - 청산가: ₩690,737 - 청산 사유: 손절매 - 수익률: -1.28% "
2023-06-22,2023-06-23,삼성SDI,689743.5344070278,678811.0,-0.015850144092218944," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩698,580 - 종가: ₩690,737 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩689,744 - 청산가: ₩678,811 - 청산 사유: 손절매 - 수익률: -1.59% "
