진입날짜,청산날짜,종목명,진입가,청산가,수익률,매매근거
2023-08-22,2023-09-07,삼성바이오로직스,1177752.5,1113176.0,-0.05483028055554966," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,189,437 - 종가: ₩1,188,515 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,177,752 - 청산가: ₩1,113,176 - 청산 사유: 손절매 - 수익률: -5.48% "
2023-09-08,2023-09-14,삼성바이오로직스,1119326.125,1123938.75,0.004120894614159033," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-08  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,116,463 - 종가: ₩1,113,176 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 8.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,119,326 - 청산가: ₩1,123,939 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.41% "
2023-09-25,2023-10-05,삼성바이오로직스,1065512.375,1111638.5,0.04329008848911774," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,086,089 - 종가: ₩1,067,050 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 2.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,065,512 - 청산가: ₩1,111,638 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.33% "
2023-10-18,2023-10-24,삼성바이오로직스,1067050.0,1134701.5,0.06340049669649969," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-18  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,086,040 - 종가: ₩1,082,425 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,067,050 - 청산가: ₩1,134,702 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +6.34% "
2023-11-24,2023-11-28,삼성바이오로직스,1090113.0,1117788.625,0.02538784969998523," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-11-24  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,100,058 - 종가: ₩1,090,113 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 7.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,090,113 - 청산가: ₩1,117,789 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.54% "
2023-12-14,2023-12-19,삼성바이오로직스,1079350.25,1082425.25,0.002848936200274193," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-12-14  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,078,343 - 종가: ₩1,073,200 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,079,350 - 청산가: ₩1,082,425 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.28% "
2023-06-01,2023-06-14,현대차,172884.66948621554,175062.078125,0.012594573279720835," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-01  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩174,652 - 종가: ₩172,014 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩172,885 - 청산가: ₩175,062 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.26% "
2023-07-28,2023-08-01,현대차,173714.14142219388,174942.390625,0.007070519375972934," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-28  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩173,749 - 종가: ₩172,661 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩173,714 - 청산가: ₩174,942 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +0.71% "
2023-09-11,2023-09-13,현대차,163624.67197569818,166519.890625,0.017694267095195927," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-11  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩163,156 - 종가: ₩162,747 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩163,625 - 청산가: ₩166,520 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.77% "
2023-10-27,2023-11-06,현대차,154738.45561594202,157302.6875,0.01657139380027392," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩158,859 - 종가: ₩155,269 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 9.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩154,738 - 청산가: ₩157,303 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.66% "
2023-02-23,2023-03-02,삼성SDI,676823.2417279412,705645.375,0.04258443193894377," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩683,928 - 종가: ₩676,823 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩676,823 - 청산가: ₩705,645 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.26% "
2023-04-24,2023-04-28,삼성SDI,730492.0086756374,686761.9375,-0.05986385977708213," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-24  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩735,861 - 종가: ₩721,547 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩730,492 - 청산가: ₩686,762 - 청산 사유: 손절매 - 수익률: -5.99% "
2023-05-03,2023-05-17,삼성SDI,676823.2746710526,686761.9375,0.01468428052179171," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-03  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩686,630 - 종가: ₩679,805 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩676,823 - 청산가: ₩686,762 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.47% "
2023-06-20,2023-06-28,삼성SDI,699682.1755395683,652970.4375,-0.06676136633543077," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩711,916 - 종가: ₩697,694 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩699,682 - 청산가: ₩652,970 - 청산 사유: 손절매 - 수익률: -6.68% "
2023-06-29,2023-07-03,삼성SDI,661915.2124439462,712602.4375,0.07657661299081603," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-29  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩664,442 - 종가: ₩660,921 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 15.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩661,915 - 청산가: ₩712,602 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +7.66% "
2023-08-02,2023-08-08,삼성SDI,644025.6126760563,610234.1875,-0.05246907034589222," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-02  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩654,476 - 종가: ₩646,013 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩644,026 - 청산가: ₩610,234 - 청산 사유: 손절매 - 수익률: -5.25% "
2023-08-23,2023-08-28,삼성SDI,584393.6742424242,595326.1875,0.01870744626342527," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩587,348 - 종가: ₩582,406 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩584,394 - 청산가: ₩595,326 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.87% "
2023-09-13,2023-09-22,삼성SDI,559546.9855522261,529731.0,-0.05328593723510135," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-13  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩566,090 - 종가: ₩554,578 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 9.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩559,547 - 청산가: ₩529,731 - 청산 사유: 손절매 - 수익률: -5.33% "
2023-09-25,2023-10-04,삼성SDI,512835.2370689655,481528.4375,-0.061046506374825026," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩532,623 - 종가: ₩517,805 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 6.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩512,835 - 청산가: ₩481,528 - 청산 사유: 손절매 - 수익률: -6.10% "
2023-10-05,2023-10-11,삼성SDI,481031.5064968815,507865.90625,0.055785118834606906," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-05  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩496,779 - 종가: ₩486,001 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 6.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩481,032 - 청산가: ₩507,866 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +5.58% "
2023-10-23,2023-10-25,삼성SDI,474074.4310546875,442767.65625,-0.06603767837687083," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩482,501 - 종가: ₩471,093 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩474,074 - 청산가: ₩442,768 - 청산 사유: 손절매 - 수익률: -6.60% "
2023-10-26,2023-11-02,삼성SDI,422890.3117740598,448233.90625,0.05992947525712222," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩450,513 - 종가: ₩420,406 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 5.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩422,890 - 청산가: ₩448,234 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +5.99% "
2023-04-27,2023-05-11,LG화학,737923.4158783783,683518.875,-0.07372654086822618," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩736,335 - 종가: ₩732,978 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩737,923 - 청산가: ₩683,519 - 청산 사유: 손절매 - 수익률: -7.37% "
